Ensembl.Gene.ID	Enhancer.grp	AE_nth	Non.spliced.without.enhancer	Spliced.without.enhancer	Non.spliced.with.enhancer	Spliced.with.enhancer	Fisher.P.value	Odds.ratio	q_fdr
ENSG00000109971	chr11_1950	2	16	8	1	5	0.0605801860974276	10	0.102533308636888
ENSG00000213672	chr3_344	0	2	7	8	1	0.0152200740436035	0.0357142857142857	0.0547840616653049
ENSG00000143570	chr1_752	6	12	7	3	11	0.0328956489497187	6.28571428571429	0.0754394156293951
ENSG00000143570	chr1_747	6	14	7	1	11	0.00276313456175138	22	0.0429056964391024
ENSG00000143570	chr1_749	0	3	8	8	2	0.0299731228523799	0.09375	0.0717849712836102
ENSG00000143570	chr1_749	6	10	4	5	14	0.0152115291327942	7	0.0547840616653049
ENSG00000143570	chr1_749	5	13	6	1	7	0.0127536231884058	15.1666666666667	0.0547735065872584
ENSG00000143570	chr1_749	2	3	9	12	3	0.00713569943614365	0.0833333333333333	0.0483210305398756
ENSG00000143570	chr1_750	6	14	7	1	11	0.00276313456175138	22	0.0429056964391024
ENSG00000143570	chr1_751	0	2	7	9	3	0.0299731228523799	0.0952380952380952	0.0717849712836102
ENSG00000143570	chr1_751	5	10	4	4	9	0.0569826455881109	5.625	0.0995415750437927
ENSG00000143570	chr1_751	1	4	9	13	3	0.00953032255801927	0.102564102564103	0.0507907288093047
ENSG00000143570	chr1_751	2	2	9	13	3	0.00195330611268154	0.0512820512820513	0.0401284278132872
ENSG00000143570	chr1_51	6	6	1	9	17	0.0300439040010785	11.3333333333333	0.0717849712836102
ENSG00000143570	chr1_51	3	5	1	4	12	0.023079088094568	15	0.0641277866031754
ENSG00000143570	chr1_51	4	7	1	5	12	0.0111670480549199	16.8	0.0531460786587888
ENSG00000143570	chr1_51	1	1	8	16	4	0.000862206259507607	0.03125	0.0339022603600841
ENSG00000143570	chr1_51	2	1	7	14	5	0.0084726867335563	0.0510204081632653	0.0502288772788992
ENSG00000143570	chr1_1248	2	5	10	10	2	0.0185369647477603	0.1	0.058603841676513
ENSG00000143570	chr1_3415	4	12	6	0	7	0.00521739130434783	Inf	0.0483210305398756
