Ensembl Gene ID	Enhancer grp	AE_nth	Enhancer_activity;CD14+;SRR830946	Enhancer_activity;CD14+;SRR830951	Enhancer_activity;CD14+;SRR830953	Enhancer_activity;CD19+;SRR1609979	Enhancer_activity;CD19+;SRR1609980	Enhancer_activity;CD19+;SRR1609981	Enhancer_activity;CD8+;SRR644512	Enhancer_activity;CD8+;SRR644514	Enhancer_activity;CD8+;SRR1743975	Enhancer_activity;Fetal_heart;SRR643778	Enhancer_activity;Fetal_heart;SRR643779	Enhancer_activity;Fetal_heart;SRR1663123	Enhancer_activity;Fetal_kidney;SRR643749	Enhancer_activity;Fetal_kidney;SRR643750	Enhancer_activity;Fetal_kidney;SRR643751	Enhancer_activity;Fetal_stomach;SRR980482	Enhancer_activity;Fetal_stomach;SRR980467	Enhancer_activity;Fetal_stomach;SRR980450	Enhancer_activity;GM10847;SRR998171	Enhancer_activity;GM10847;SRR038446	Enhancer_activity;GM10847;SRR038447	Enhancer_activity;GM12878;SRR038448	Enhancer_activity;GM12878;SRR038449	Enhancer_activity;GM12878;SRR307002	Enhancer_activity;GM12891;SRR998239	Enhancer_activity;GM12891;SRR998240	Enhancer_activity;GM12891;SRR038450	Enhancer_activity;GM12892;SRR998261	Enhancer_activity;GM12892;SRR998262	Enhancer_activity;GM12892;SRR038451	Enhancer_activity;GM18505;SRR998294	Enhancer_activity;GM18505;SRR038453	Enhancer_activity;GM18505;SRR038454	Enhancer_activity;GM18526;SRR998311	Enhancer_activity;GM18526;SRR038455	Enhancer_activity;GM18526;SRR038456	Enhancer_activity;GM19099;SRR998345	Enhancer_activity;GM19099;SRR998346	Enhancer_activity;GM19099;SRR038458	Enhancer_activity;GM19193;SRR998362	Enhancer_activity;GM19193;SRR998363	Enhancer_activity;GM19193;SRR038459	Enhancer_activity;H1;SRR574820	Enhancer_activity;H1;SRR574821	Enhancer_activity;H1;SRR020287	Enhancer_activity;H9;SRR3573989	Enhancer_activity;H9;SRR3573990	Enhancer_activity;H9;SRR067368	Enhancer_activity;HEK293T;SRR960409	Enhancer_activity;HEK293T;SRR023853	Enhancer_activity;HEK293T;SRR023854	Enhancer_activity;HeLa-S3;SRR891241	Enhancer_activity;HeLa-S3;SRR036660	Enhancer_activity;HeLa-S3;SRR036661	Enhancer_activity;K562;SRR2921247	Enhancer_activity;K562;SRR2921248	Enhancer_activity;K562;SRR090233	Enhancer_activity;LHCN-M2;SRR3181980	Enhancer_activity;LHCN-M2;SRR3181981	Enhancer_activity;LHCN-M2;SRR3181982	Enhancer_activity;LNCaP;SRR653217	Enhancer_activity;LNCaP;SRR1169709	Enhancer_activity;LNCaP;SRR1169710	Enhancer_activity;MCF10A;SRR2924724	Enhancer_activity;MCF10A;SRR2924725	Enhancer_activity;MCF10A;SRR2924726	Enhancer_activity;Melanocyte;SRR2146046	Enhancer_activity;Melanocyte;SRR2146047	Enhancer_activity;Melanocyte;SRR2146048	Enhancer_activity;Pancreatic_islet;SRR1027728	Enhancer_activity;Pancreatic_islet;SRR1027733	Enhancer_activity;Pancreatic_islet;SRR1027738	Enhancer_activity;SGBS_adipocyte;SRR1552539	Enhancer_activity;SGBS_adipocyte;SRR1552540	Enhancer_activity;SGBS_adipocyte;SRR1552541	Enhancer_activity;Spleen;SRR577599	Enhancer_activity;Spleen;SRR1045578	Enhancer_activity;Spleen;SRR1045614	Enhancer_activity;ZR75-30;SRR2126497	Enhancer_activity;ZR75-30;SRR3090767	Enhancer_activity;ZR75-30;SRR3090769	Enhancer_activity;melanoma;SRR1556217	Enhancer_activity;melanoma;SRR1556218	Enhancer_activity;melanoma;SRR1556219	AS_type;CD14+;SRR830946	AS_type;CD14+;SRR830951	AS_type;CD14+;SRR830953	AS_type;CD19+;SRR1609979	AS_type;CD19+;SRR1609980	AS_type;CD19+;SRR1609981	AS_type;CD8+;SRR644512	AS_type;CD8+;SRR644514	AS_type;CD8+;SRR1743975	AS_type;Fetal_heart;SRR643778	AS_type;Fetal_heart;SRR643779	AS_type;Fetal_heart;SRR1663123	AS_type;Fetal_kidney;SRR643749	AS_type;Fetal_kidney;SRR643750	AS_type;Fetal_kidney;SRR643751	AS_type;Fetal_stomach;SRR980482	AS_type;Fetal_stomach;SRR980467	AS_type;Fetal_stomach;SRR980450	AS_type;GM10847;SRR998171	AS_type;GM10847;SRR038446	AS_type;GM10847;SRR038447	AS_type;GM12878;SRR038448	AS_type;GM12878;SRR038449	AS_type;GM12878;SRR307002	AS_type;GM12891;SRR998239	AS_type;GM12891;SRR998240	AS_type;GM12891;SRR038450	AS_type;GM12892;SRR998261	AS_type;GM12892;SRR998262	AS_type;GM12892;SRR038451	AS_type;GM18505;SRR998294	AS_type;GM18505;SRR038453	AS_type;GM18505;SRR038454	AS_type;GM18526;SRR998311	AS_type;GM18526;SRR038455	AS_type;GM18526;SRR038456	AS_type;GM19099;SRR998345	AS_type;GM19099;SRR998346	AS_type;GM19099;SRR038458	AS_type;GM19193;SRR998362	AS_type;GM19193;SRR998363	AS_type;GM19193;SRR038459	AS_type;H1;SRR574820	AS_type;H1;SRR574821	AS_type;H1;SRR020287	AS_type;H9;SRR3573989	AS_type;H9;SRR3573990	AS_type;H9;SRR067368	AS_type;HEK293T;SRR960409	AS_type;HEK293T;SRR023853	AS_type;HEK293T;SRR023854	AS_type;HeLa-S3;SRR891241	AS_type;HeLa-S3;SRR036660	AS_type;HeLa-S3;SRR036661	AS_type;K562;SRR2921247	AS_type;K562;SRR2921248	AS_type;K562;SRR090233	AS_type;LHCN-M2;SRR3181980	AS_type;LHCN-M2;SRR3181981	AS_type;LHCN-M2;SRR3181982	AS_type;LNCaP;SRR653217	AS_type;LNCaP;SRR1169709	AS_type;LNCaP;SRR1169710	AS_type;MCF10A;SRR2924724	AS_type;MCF10A;SRR2924725	AS_type;MCF10A;SRR2924726	AS_type;Melanocyte;SRR2146046	AS_type;Melanocyte;SRR2146047	AS_type;Melanocyte;SRR2146048	AS_type;Pancreatic_islet;SRR1027728	AS_type;Pancreatic_islet;SRR1027733	AS_type;Pancreatic_islet;SRR1027738	AS_type;SGBS_adipocyte;SRR1552539	AS_type;SGBS_adipocyte;SRR1552540	AS_type;SGBS_adipocyte;SRR1552541	AS_type;Spleen;SRR577599	AS_type;Spleen;SRR1045578	AS_type;Spleen;SRR1045614	AS_type;ZR75-30;SRR2126497	AS_type;ZR75-30;SRR3090767	AS_type;ZR75-30;SRR3090769	AS_type;melanoma;SRR1556217	AS_type;melanoma;SRR1556218	AS_type;melanoma;SRR1556219	Non-spliced without enhancer	Spliced without enhancer	Non-spliced with enhancer	Spliced with enhancer	Fisher P-value	Odds ratio	q_fdr
ENSG00000164620	chr5_1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	NA	NA	0	I	I	0	0	E	NA	NA	NA	0	0	0	NA	0	NA	I	0	0	0	0	NA	0	0	0	0	0	I	0	0	I	I	0	0	I	0	NA	0	0	I	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	NA	0	E	E	E	0	0	0	0	0	0	0	I	0	E	E	NA	NA	NA	0	0	0	E	E	E	0	E	E	4	9	7	0	0.00472136222910216	0	0.0403019332544594
ENSG00000105364	chr19_951	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	NA	NA	I	I	I	0	I	E	E	E	0	0	E	E	NA	E	E	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	I	0	NA	NA	0	0	NA	0	E	NA	E	0	0	E	0	I	NA	0	0	NA	0	I	0	NA	NA	E	E	0	0	E	NA	NA	0	I	I	I	I	13	6	0	5	0.0108695652173913	10.8333333333333	0.0485986727403425
ENSG00000105364	chr19_308	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	NA	NA	I	I	I	0	I	E	E	E	0	0	E	E	NA	E	E	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	I	0	NA	NA	0	0	NA	0	E	NA	E	0	0	E	0	I	NA	0	0	NA	0	I	0	NA	NA	E	E	0	0	E	NA	NA	0	I	I	I	I	11	1	2	10	0.000644193604215143	55	0.0213448456305599
ENSG00000105364	chr19_327	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	NA	NA	I	I	I	0	I	E	E	E	0	0	E	E	NA	E	E	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	I	0	NA	NA	0	0	NA	0	E	NA	E	0	0	E	0	I	NA	0	0	NA	0	I	0	NA	NA	E	E	0	0	E	NA	NA	0	I	I	I	I	13	4	0	7	0.0009534706331045	22.75	0.0247720172766449
ENSG00000105364	chr19_23	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	NA	NA	I	I	I	0	I	E	E	E	0	0	E	E	NA	E	E	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	I	0	NA	NA	0	0	NA	0	E	NA	E	0	0	E	0	I	NA	0	0	NA	0	I	0	NA	NA	E	E	0	0	E	NA	NA	0	I	I	I	I	11	1	2	10	0.000644193604215143	55	0.0213448456305599
ENSG00000105364	chr19_119	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	NA	NA	I	I	I	0	I	E	E	E	0	0	E	E	NA	E	E	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	I	0	NA	NA	0	0	NA	0	E	NA	E	0	0	E	0	I	NA	0	0	NA	0	I	0	NA	NA	E	E	0	0	E	NA	NA	0	I	I	I	I	13	4	0	7	0.0009534706331045	22.75	0.0247720172766449
ENSG00000105364	chr19_321	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I	NA	NA	E	0	0	E	0	E	I	0	0	0	0	0	NA	0	0	0	I	I	I	I	NA	0	0	I	0	0	I	0	I	I	0	0	0	0	0	I	0	0	0	E	E	NA	0	0	0	I	0	0	E	I	NA	E	E	NA	E	E	E	E	E	0	0	0	0	0	0	0	I	NA	0	E	0	0	0	0	NA	NA	0	0	0	E	0	14	6	1	8	0.00519740129935031	18.6666666666667	0.040306324110672
ENSG00000105364	chr19_328	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	NA	NA	I	I	I	0	I	E	E	E	0	0	E	E	NA	E	E	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	I	0	NA	NA	0	0	NA	0	E	NA	E	0	0	E	0	I	NA	0	0	NA	0	I	0	NA	NA	E	E	0	0	E	NA	NA	0	I	I	I	I	13	4	0	7	0.0009534706331045	22.75	0.0247720172766449
ENSG00000105364	chr19_305	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	NA	NA	I	I	I	0	I	E	E	E	0	0	E	E	NA	E	E	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	I	0	NA	NA	0	0	NA	0	E	NA	E	0	0	E	0	I	NA	0	0	NA	0	I	0	NA	NA	E	E	0	0	E	NA	NA	0	I	I	I	I	12	4	1	7	0.00780724188989096	21	0.0443562418442801
ENSG00000105364	chr19_311	2	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I	NA	NA	E	0	0	E	0	E	I	0	0	I	0	0	NA	0	0	0	I	I	0	I	NA	0	0	I	0	0	I	0	0	I	0	0	0	0	0	I	0	0	0	E	E	NA	0	0	0	I	I	0	0	I	NA	E	0	NA	E	E	E	E	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	E	0	NA	0	0	0	0	E	0	5	12	7	1	0.0111670480549199	0.0595238095238095	0.0490492344034655
ENSG00000105364	chr19_311	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I	NA	NA	E	0	0	E	0	E	I	0	0	0	0	0	NA	0	0	0	I	I	I	I	NA	0	0	I	0	0	I	0	I	I	0	0	0	0	0	I	0	0	0	E	E	NA	0	0	0	I	0	0	E	I	NA	E	E	NA	E	E	E	E	E	0	0	0	0	0	0	0	I	NA	0	E	0	0	0	0	NA	NA	0	0	0	E	0	6	13	9	1	0.00519740129935031	0.0512820512820513	0.040306324110672
ENSG00000105364	chr19_320	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	NA	NA	I	I	I	0	I	E	E	E	0	0	E	E	NA	E	E	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	I	0	NA	NA	0	0	NA	0	E	NA	E	0	0	E	0	I	NA	0	0	NA	0	I	0	NA	NA	E	E	0	0	E	NA	NA	0	I	I	I	I	11	3	2	8	0.011088302597927	14.6666666666667	0.0488964176183185
ENSG00000105364	chr19_317	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	NA	NA	I	I	I	0	I	E	E	E	0	0	E	E	NA	E	E	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	I	0	NA	NA	0	0	NA	0	E	NA	E	0	0	E	0	I	NA	0	0	NA	0	I	0	NA	NA	E	E	0	0	E	NA	NA	0	I	I	I	I	13	5	0	6	0.00343249427917621	15.6	0.0383943624262151
ENSG00000105364	chr19_302	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	NA	NA	I	I	I	0	I	E	E	E	0	0	E	E	NA	E	E	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	I	0	NA	NA	0	0	NA	0	E	NA	E	0	0	E	0	I	NA	0	0	NA	0	I	0	NA	NA	E	E	0	0	E	NA	NA	0	I	I	I	I	13	4	0	7	0.0009534706331045	22.75	0.0247720172766449
ENSG00000105364	chr19_22	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	NA	NA	I	I	I	0	I	E	E	E	0	0	E	E	NA	E	E	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	I	0	NA	NA	0	0	NA	0	E	NA	E	0	0	E	0	I	NA	0	0	NA	0	I	0	NA	NA	E	E	0	0	E	NA	NA	0	I	I	I	I	12	4	1	7	0.00780724188989096	21	0.0443562418442801
ENSG00000105364	chr19_325	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	NA	NA	I	I	I	0	I	E	E	E	0	0	E	E	NA	E	E	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	I	0	NA	NA	0	0	NA	0	E	NA	E	0	0	E	0	I	NA	0	0	NA	0	I	0	NA	NA	E	E	0	0	E	NA	NA	0	I	I	I	I	11	3	2	8	0.011088302597927	14.6666666666667	0.0488964176183185
ENSG00000105364	chr19_323	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	NA	NA	I	I	I	0	I	E	E	E	0	0	E	E	NA	E	E	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	I	0	NA	NA	0	0	NA	0	E	NA	E	0	0	E	0	I	NA	0	0	NA	0	I	0	NA	NA	E	E	0	0	E	NA	NA	0	I	I	I	I	12	3	1	8	0.00222943868622964	32	0.0329103206844269
ENSG00000105364	chr19_25	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	NA	NA	I	I	I	0	I	E	E	E	0	0	E	E	NA	E	E	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	I	0	NA	NA	0	0	NA	0	E	NA	E	0	0	E	0	I	NA	0	0	NA	0	I	0	NA	NA	E	E	0	0	E	NA	NA	0	I	I	I	I	10	1	3	10	0.00134928113121679	33.3333333333333	0.0290079412113311
ENSG00000137101	chr9_242	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E	NA	NA	0	0	0	0	0	0	NA	NA	NA	0	I	NA	NA	0	0	0	0	0	NA	NA	NA	E	E	0	0	0	NA	0	0	E	E	0	0	E	0	0	E	0	0	I	0	NA	0	E	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	I	0	NA	NA	NA	NA	I	0	I	NA	NA	I	NA	NA	NA	0	5	8	1	0.002997002997003	0	0.0364137209828759
ENSG00000137101	chr9_242	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E	NA	NA	0	0	0	I	I	E	NA	NA	NA	0	I	NA	NA	0	0	0	0	0	NA	NA	NA	E	E	0	0	0	NA	0	0	E	E	0	0	E	0	0	E	0	0	0	0	NA	0	0	NA	I	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	0	0	I	0	NA	NA	NA	NA	I	0	I	NA	NA	I	NA	NA	NA	0	7	8	2	0.00226244343891403	0	0.0329103206844269
ENSG00000213672	chr3_885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	NA	NA	NA	0	I	0	0	0	0	0	0	I	0	0	0	NA	0	I	0	I	0	NA	NA	NA	I	E	NA	0	0	NA	0	NA	NA	0	0	NA	0	E	NA	0	NA	I	0	0	NA	I	0	0	0	I	0	NA	NA	NA	0	0	NA	0	E	E	I	0	0	NA	E	0	0	0	0	0	0	I	E	E	0	0	NA	NA	E	E	0	0	0	E	4	10	6	0	0.0108359133126935	0	0.0485986727403425
ENSG00000071626	chr19_862	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	I	0	0	0	0	0	0	0	0	0	I	0	0	0	NA	0	0	0	0	0	0	0	I	I	0	0	0	I	0	0	0	0	0	0	0	I	0	0	0	0	0	0	0	0	E	E	0	0	E	0	0	0	0	0	0	I	E	E	0	I	0	E	0	0	0	0	0	0	0	0	0	0	0	0	0	I	I	E	0	0	0	0	0	7	3	0	7	0.00982106129164954	16.3333333333333	0.046599583957315
ENSG00000167555	chr19_755	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E	0	I	I	I	0	0	E	0	0	0	0	I	0	0	E	0	0	0	0	I	I	I	0	I	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	E	E	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	NA	E	E	E	0	0	0	NA	NA	NA	0	0	0	0	0	0	E	E	0	0	0	0	NA	I	0	0	0	0	9	2	1	7	0.00547749464158133	31.5	0.0410536705096278
